id,link,title,content,db1_overall,l.berrangford_db1,apfisch_db1,ee18ivc_db1,miriam_db1,db2_overall,l.berrangford_db2,apfisch_db2,ee18ivc_db2,miriam_db2,l.berrangford_notes,apfisch_notes,ee18ivc_notes,miriam_notes
2140809,https://apsis.mcc-berlin.net/scoping/document/193/2140809/,The Great Green Wall for the Sahara and the Sahel Initiative as an opportunity to enhance resilience in Sahelian landscapes and livelihoods,"Over the past 50years, a large number of development initiatives have addressed the diverse social and ecological challenges in the Sahel, often focusing on a single entry point or action, resulting in only a limited degree of success. Within the last decade, the international development discourse has evolved to incorporate resilience thinking as a way to address more complex challenges. However, concrete examples as to how to operationalize resilience thinking are lacking. The Great Green Wall for the Sahara and the Sahel Initiative (GGW), a pan-African program with a strong reforestation focus, is the latest and most ambitious of these development programs to date. The GGW represents an ideal opportunity to apply resilience thinking at a large scale, but in order to do so, it must intelligently gather and centralize pre-existing interdisciplinary knowledge, generate new knowledge, and integrate knowledge systems to appropriately navigate future uncertainties of the diverse social-ecological systems along its path. Herein, after a brief description of large-scale reforestation history in the Sahara and Sahel and the conceptual evolution of the GGW, we propose a transdisciplinary research framework with resilience thinking at its core. It includes analysis of complex social-ecological systems, their temporal and spatial cross-scale interactions, and outcomes focused on the supply of abundant, diverse, equitable, and durable ecosystem services to support livelihoods in the region. If the research areas that comprise the framework were to be properly addressed, they could conceivably guide GGW actions in a way that would contribute to desirable future pathways.",Mixed,Yes,No,Maybe,Maybe,Mixed/Maybe,Maybe,Unrated,Unrated,Maybe,"Difficult to judge whether this provides empirical information. Definitely response-relevant. If there is documentation of the GGW as a changing response mechanism, this could be relevant for D1 and D2.               ",,,
2269102,https://apsis.mcc-berlin.net/scoping/document/193/2269102/,"Floods, landscape modifications and population dynamics in anthropogenic coastal lowlands: The Polesine (northern Italy) case study","It is widely recognized that the complex relationship between humans, soil, and water has become increasingly complicated due to anthropogenic activities, and is further expected to worsen in the future as a result of population dynamics and climate change. The present study aims at shedding light on the multifaceted links between floods, landscape modifications, and population dynamics in anthropogenic coastal lowlands, using a large flood-prone area (the Polesine Region, northeastern Italy) as a significant case study. Based on the analysis of historical events and the results of hydraulic modeling, it is shown that human interventions on both the landscape and the subsoil have substantially altered the flood dynamics, exacerbating hydraulic hazard. Furthermore, the combined analysis of people and assets exposure to inundation reveals that flood risk is not properly taken into account in land-use planning, nor it is properly understood by people living in areas subject to low-probability, high-impact flood events. (c) 2018 Elsevier B.V. All rights reserved.",Mixed,No,No,No,Maybe,Mixed/Maybe,Unrated,Unrated,Unrated,No,Historical rather that contemporary/current.                    ,,,
2278672,https://apsis.mcc-berlin.net/scoping/document/193/2278672/,Microalgae based biofertilizers: A biorefinery approach to phycoremediate wastewater and harvest biodiesel and manure,"The most important requirement of the agrarian advancement is resilient nutrient source for agriculture without jeopardizing the environmental assets and economy of the country. An algal biorefinery approach is the prime requirement for the sustainable production of biodiesel and biofertilizers after remediation of wastewater. In the present study, the microalgae Chlorella minutissima, Scendesmus spp and Nostoc muscorum and their consortium were used for the biorefinery approach. C minutissima has shown maximum phycoremediation potential when compared to other possible microalga and their consortium. Experimental results showed that removal of NH4+-N, NO3--N, PO4-3-P, TDS, BOD5 and COD were found to be 92, 87, 85, 96, 90 and 81% respectively. The maximum dry biomass was observed in C minutissima followed by Scendesmus spp, and N. muscorum, i.e., 0.45 +/- 0.01 g L-1, 0.44 +/- 0.02 g L-1, 0.14 +/- 0.03 g L-1 respectively. The nutrient fraction of nitrogen and phosphorus were maximum in C. minutissima, i.e., 5.46 +/- 0.27 and 0.85 +/- 0.03 respectively. The lipid productivity recorded maximum in Scendesmus (81.23 +/- 4.5 mg L-1) followed by N. muscorum (14.29 +/- 8.7 mg L-1) and C minutissima (11.33 +/- 5.6 mg L-1). Using this biomass as manure one can save the chemical fertilizer of worth about 5584 $ (US Dollar) ha(-1) yr(-1). The present study not only supports the sustainable phytoremediation, biodiesel production, and organic manure utilization directly but indirectly to combat climate change scenario through minimizing greenhouse gases production. (C) 2018 Elsevier Ltd. All rights reserved.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not sufficiently climate change relevant; mitigation focused.                    ,,,
2309726,https://apsis.mcc-berlin.net/scoping/document/193/2309726/,Stress responses in fish: From molecular to evolutionary processes,"In the context of global changes, fish are increasingly exposed to multiple stressors that have cascading effects from molecules to the whole individual, thereby affecting wild fish populations through selective processes. In this review, we synthetize recent advances in molecular biology and evolutionary biology to outline sonic potentially important effects of stressors on fish across biological levels. Given the burgeoning literature, we highlight four promising avenues of research. First, (1) the exposure to multiple stressors can lead to unexpected synergistic or antagonistic effects, which should be better Liken into account to improve our predictions of the effects of actual and future human activities on aquatic organisms. Second, (2) we argue that such interactive effects might be clue to switches in energy metabolism leading to threshold effects. Under multiple stress exposure, fish could switch from a ""compensation"" strategy, i.e. a reallocation of energy to defenses and repair to a ""conservation"" strategy, i.e. blocking of stress responses leading to strong deleterious effects and high mortality. Third, (3) this could have cascading effects on fish survival and population persistence but multiscale studies are still rare. We propose emerging tools merging different levels of biological organization to better predict population resilience under multiple stressors. Fourth (4), there are strong variations in sensitivity among populations, which might arise from transgenerational effects of stressors through plastic, genetic, and epigenetic mechanisms. This can lead to local adaptation or maladaptation, with strong impacts on the evolutionary trajectories of wild fish populations. With this review, we hope to encourage future research to bridge the gap between molecular ecology, ecotoxicology and evolutionary biology to better understand the evolution of responses of fishes to current and future multiple stressors in the context of global changes. (C) 2019 Elsevier B.V. All rights reserved.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems focus only.                    ,,,
2313710,https://apsis.mcc-berlin.net/scoping/document/193/2313710/,Integrated spatial assessment of inland excess water hazard on the Great Hungarian Plain,"Inland excess water (IEW) is a form of surplus surface water, often regarded as a specific flood type. However, it occurs most frequently in local depressions of large flat areas, irrespective of river floods and the surface water networks. IEWis considered to be a typical Carpathian Basin problem, as it can cause major land degradation problems in the agricultural areas of Hungary, mainly located on the Great Hungarian Plain (GHP). An innovative method for mapping the probability of IEW inundation is proposed in this study. This method is based on the geostatistical modelling of the relationship between the natural and human driving factors and the occurrence of IEWinundations. The results show that significant part of the GHP (about 500,000 hectares) is moderately or highly affected by IEW inundations, where the combination of multiple influencing factors simultaneously occur. The resulted IEW inundation probability map can be used to meet future challenges in agricultural management and the adaptations to climate change effects.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Impacts only.                    ,,,
2320407,https://apsis.mcc-berlin.net/scoping/document/193/2320407/,A 4700-year record of hydroclimate variability over the Asian monsoon intersection zone inferred from multi-proxy analysis of lake sediments,"The sedimentology, geochemistry, and plant microfossils of volcanic lake sediments from Cambodia were analysed to reconstruct a 4700 year record of change in moisture availability. This site sits at the heart of the intersection zone of the East Asian and Indian summer monsoons - a climatic system that is socio-ecologically important but poorly understood. Proxies for lake deepening and shallowing indicate a stepwise weakening of the summer monsoon from c. 4700 to 1700 cal. years BP, after which it appears to gradually strengthen. This trend is punctuated by seven dry events between 4300 and 1540 cal. years BP. The results present one of the longest, continuous records of palaeo-hydrological change in the Asian monsoon intersection zone. In doing so, they suggest that the climate of the region was broadly comparable to the East Asian summer monsoon (EASM) province to approximately 2240 cal. years BP, and the Indian summer monsoon (ISM) province between 2240 and 1700 cal. years BP. The subsequent, late Holocene hydroclimate appears to reflect a combination of both subsystems. These findings highlight dynamism in EASM and ISM dominance over mainland southeast Asia over the past five thousand years, but overall demonstrate regional vs. local scale influence on the hydroclimate of the region. The multi-decadal periods of strong drying that punctuate longer-term monsoon patterns demonstrate the natural variability of the mid- to late- Holocene climate of the intersection zone. This is of consequence given that apparently less severe drought events of the last millennium have had dramatic socio-economic consequences. Resultantly, planning for the resilience of socio-ecological systems within the region needs to account for the real potential of similar scale events occurring in the future, particularly given the increased extremes predicted for Asian summer monsoon region over the 21st century.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Historic.                    ,,,
2330028,https://apsis.mcc-berlin.net/scoping/document/193/2330028/,Repeat bleaching of a central Pacific coral reef over the past six decades (1960-2016),"The oceans are warming and coral reefs are bleaching with increased frequency and severity, fueling concerns for their survival through this century. Yet in the central equatorial Pacific, some of the world's most productive reefs regularly experience extreme heat associated with El Nino. Here we use skeletal signatures preserved in long-lived corals on Jarvis Island to evaluate the coral community response to multiple successive heatwaves since 1960. By tracking skeletal stress band formation through the 2015-16 El Nino, which killed 95% of Jarvis corals, we validate their utility as proxies of bleaching severity and show that 2015-16 was not the first catastrophic bleaching event on Jarvis. Since 1960, eight severe (>30% bleaching) and two moderate (<30% bleaching) events occurred, each coinciding with El Nino. While the frequency and severity of bleaching on Jarvis did not increase over this time period, 2015-16 was unprecedented in magnitude. The trajectory of recovery of this historically resilient ecosystem will provide critical insights into the potential for coral reef resilience in a warming world.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems only. Impacts focused.                    ,,,
2332491,https://apsis.mcc-berlin.net/scoping/document/193/2332491/,Validated model for apple flowering prediction in the Mediterranean area in response to temperature variation,"Forceasting the phenological stages of fruit trees have a great meaning in term of making decisions about agricultural practices in orchards. Phenological modeling is one of prediction approches that play this role when it concerns flowering stages, particularly in the context of global warming mostly uncertain and continuously in change and the difficult adaptation of fruit trees to the future climatic trends. This study was aimed to develop and select a sequential model with best fit in three contrasting Mediterranean locations, including Moroccan sites characterized by mild climate in order to compare them with European sites (temperate climate), where phenological models were previously developed. Full flowering is the phenological stage investigated in this study. Statistical analysis of mean temperature during the period from October to April showed a significant difference between Moroccan and European sites. Consequently, full flowering dates observed in all locations demonstrated different behaviors in response to temperature variation during winter and spring period. Modeling process showed a sequential model with good fit to account for the full flowering stage observations with RMSE of 4.4 days of the validated data. Output of the fitted model revealed a delayed date of breaking dormancy and consequently a long endodormancy period in Morocco, intermediate in France and short in Italy, showing a gradient from the south (Morocco), where apple trees showed difficulty of adaptation due to lack of chilling, to the north areas.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems focus only.                    ,,,
2342734,https://apsis.mcc-berlin.net/scoping/document/193/2342734/,Atlantic Tropical Cyclone Rapid Intensification Probabilistic Forecasts from an Ensemble of Machine Learning Methods,"Atlantic tropical cyclone (TC) rapid intensification (RI) continues to be a major forecasting challenge, with forecast skill scores only about 15% better than climatology. To date, RI forecasts have been completed using linear discriminant analysis (LDA) on predictors optimized for RI forecasts, and no study has directly addressed machine learning's (hereafter AI) capability in forecasting RI. As such, the objective of this study is to quantify the RI predictability using proxy forecast model data and an ensemble of AI methods to generate probabilistic RI forecasts. Atlantic RI events from 1985 to 2011 were retained for all valid times (over water) for each TC, and these cases were used to train an AI ensemble optimized (through three steps) for RI prediction. First, backwards elimination feature selection was used on a blend of the proxy forecast data, predictors from the currently utilized LDA model, and observed TC track information (such as intensity and position) to optimize the predictor suite. Second, numerous configurations of three AI methods (support vector machines [SVMs], artificial neural networks [ANNs], and random forests [RFs]) were tested using bootstrap-based cross-validation to ascertain the best configurations of each AI method. Finally, the best AI configurations were used to generate probabilistic output for RI, weighted by each ensemble member's individual cross-validation performance. Resulting probabilistic forecasts were in line with the current LDA method, though the upper skill limit of the ensemble exceeded 30% improvement over climatology, which far exceeds the current LDA scheme. (c) 2017 The Authors. Published by Elsevier B.V.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Impacts focused. Not human response component.                    ,,,
2345620,https://apsis.mcc-berlin.net/scoping/document/193/2345620/,Can 'poor' cities breathe: Responses to climate change in low-income countries,"Cities, especially in the poor countries, are competing with one another to generate higher growth. Such competition makes everything including the environment subservient to 'technology'. As a consequence, they are faced with extreme weather events and are therefore important in the context of responding to climate change. They are increasingly being recognised as having unique climate risks and specific vulnerabilities due to higher concentration of people and activities. Adaptation seems to be indispensable though mitigation still will help avoiding future impacts. Urban authorities in poor countries encounter specific realities, such as occupancy in low-lying, often flood-prone, coastal locations that lack adequate protection in addition to possible vector-borne infections. In this backdrop, this paper analyzes specific factors likely to shape climate change responses of urban authorities in poorer countries who have to find ways to tackle impacts of climate change in tune to their specific institutional and social contexts and compulsions.",Mixed,Maybe,Yes,Maybe,Maybe,Mixed/Maybe,Unrated,Unrated,Unrated,No,"Definitely not relevant to D2, but possibly to D1. I would probably want to look at the full text to see what is actually being done.                ",,,cannot tell if sufficiently empirical   
2353486,https://apsis.mcc-berlin.net/scoping/document/193/2353486/,Multi-year sampling provides insight into the bet-hedging capacity of the soil-stored seed reserve of a threatened Acacia species from Western Australia,"This multi-year study examined temperature requirements for dormancy release in physically dormant seeds of the threatened legume Acacia awestoniana (Fabaceae) from Western Australia. Seeds were collected from a single site in three consecutive years and exposed to multiple laboratory-based fire'-related temperature treatments (intensity x duration). Experiments were conducted on seeds freshly collected and after 12months storage under dry laboratory conditions in order to separate the influence of the maternal environment from post-harvest storage conditions on thresholds for dormancy release. Initial seed viability and non-dormant seed fraction did not differ between seed cohorts but there was a clear effect of storage on seed response: fresh seeds from 2016 demonstrated greater thermal resilience than stored seeds collected in the same year. Equally, there was a strong inter-annual response to treatments from fresh seeds collected in 2016 and 2017 attributed to the influence of the maternal environment during seed development. Seeds collected in 2015 and 2016 and stored for 12months also demonstrated significant differences in their response to treatments, with 2015 seeds responding more favourably to treatment conditions than those from 2016. Plastic responses to external stimuli provide seeds with a strong bet-hedging capacity and the potential to cope with high levels of environmental heterogeneity, especially a mosaic of fire conditions. Such data provide insight for the management, conservation and restoration of this and similar threatened plant species in fire-prone ecosystems in the face of a rapidly changing climate and expected associated changes in the fire regime.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems focus only.                    ,,,
2389457,https://apsis.mcc-berlin.net/scoping/document/193/2389457/,Health-Promoting Managerial Work: A Theoretical Framework for a Leadership Program that Supports Knowledge and Capability to Craft Sustainable Work Practices in Daily Practice and During Organizational Change,"The aim of this article is to describe a theoretical framework, i.e., theoretical underpinnings and pedagogical principles, for leadership programs that support managers' evidence-based knowledge of health-promoting psychosocial work conditions, as well as their capability to apply, adapt, and craft sustainable managerial work practices. First, the theoretical framing is introduced, i.e., a system theory that integrates key work conditions with a practical perspective on managerial work and organization. Second, pedagogical principles and measures for leaders' training in integrated handling across system levels are described. Last, we present summarized results from an intervention study applying the theoretical framework and pedagogical principles. The complexity of interactions among different factors in a work system, and the variety in possible implementation approaches, presents challenges for the capability of managers to craft sustainable and health-promoting conditions, as well as the evaluation of the program components. Nevertheless, the evaluation reveals the strength of the program, in providing holistic and context-sensitive approaches for how to train and apply an integrative approach for improving the work environment.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not relevant to climate change.                    ,,,
2390440,https://apsis.mcc-berlin.net/scoping/document/193/2390440/,SENSORIAL ATTRIBUTES OF MONO AND MULTI VARIETAL RED WINES OBTAINED IN GALICEA MARE VITICULTURAL AREA,"Assortment of red wine quality wine center Galicea Mare is composed of 4 varieties widespread worldwide - Cabernet Sauvignon, Merlot, Pinot Noir and Syrah - and local variety Feteasca. Neagra. Since 2011 many experiments were performed to obtain the 5 monovarietal wine from this varieties and wine multivarietals by combinations of thereof. The results of these experiments show that the local variety Feteasca Neagra is well adapted on climatic conditions, soil and elevation of the vineyard, so monovarietal wines made from this variety were every year, the best in terms of senzory. Feteasca Neagra wine color is very similar in intensity to that of Merlot and Syrah wines but has a touch clearer, more lighter. Primary aroma, varietal type, is dominated by notes of fruit, especially prunes, evolving to coffee and chocolate Multivarietal wines containing Feteasca Neagra have a complex flavor, in which were found many kind fruit flavors, especially prunes, blackberries, cherries and food flavors. At taste these wines are balanced, fleshy, with plenty of onctuosity due to high content in alcohol and glycerol and a lower astringency. These wines are good for consumption after 1-2 years. The wines containing Cabernet Sauvignon and Syrah have the smell more intense on vegetal notes, harsh taste, astringency and extra bitterness and are good for consumption after a minimum of 2-3 years.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems focus only.                    ,,,
2390483,https://apsis.mcc-berlin.net/scoping/document/193/2390483/,Latest Development of the national and international EMC-Standards for Electric Vehicles and their Charging Infrastructure,"For a long term success of electric mobility, it's definitely necessary to provide safe charging infrastructures in addition to marketable vehicles. Since safety and functionality requirements on every electric mobility product are extremely high, the interoperability between charging infrastructure and vehicle, as well as the interaction of both systems under every possible environmental condition and parameter variations are significant. In addition to climatic and mechanical influences, electromagnetic influence, e. g. broadcast transmitter, mobile phones, the disturbances caused by the systems themselves and the sensibility to each other, belongs also to environmental requirement [1]. Focusing on the Electromagnetic Compatibility (EMC) of the charging infrastructure of these vehicles, the normative standards have to be adapted to these new circumstances. In this paper, several critical issues, especially the controversial discussed aspects regarding EMC in the draft version of IEC 61851-21-2, which is an EMC standard for conductive charging infrastructure, are demonstrated according to the diverse charging modes and the special interfaces to energy supply networks.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Mitigation focused.                    ,,,
2391452,https://apsis.mcc-berlin.net/scoping/document/193/2391452/,Maliseet Cultivation and Climatic Resilience on the Welastekw/St. John River During the Little Ice Age,"This article examines how Maliseets extended maize cultivation in the Americas northeastward to the Welastekw (St. John River) using Indigenous cultivation techniques and knowledge of riverine microclimates during the Little Ice Age, a time when many peoples in the Northern Hemisphere abandoned cultivation. It also suggests that agriculture in New Brunswick began as an Indigenous complex, and that the cultivation work of Indigenous people prepared some of the field and town sites later used by Acadian and British colonial farmers.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Historic and natural systems only.                ,"Must the focus be on responses to climate change in the modern era? i.e., current anthropogenic climate change                   ?",,historical/not climate change focused
2391729,https://apsis.mcc-berlin.net/scoping/document/193/2391729/,"Climate and Environmental Perception and Governance in Coastal Areas: The Case of Ilha Comprida, Sao Paulo, Brazil",,Mixed,Maybe,No,Maybe,Maybe,Unrated,Unrated,Unrated,Unrated,Unrated,No abstract. Check full text. Proceedings paper.,                 proceedings not scientific work,,no abstract
2453329,https://apsis.mcc-berlin.net/scoping/document/193/2453329/,Improving water use efficiency for ornamental crops grown in greenhouses: A substrate-plant-Atmosphere model validation for transpiration prediction,"In greenhouses, reducing water consumption by increasing water efficiency is of high interest. Water need is linked to the plant transpiration, which itself depends on the stomatal resistance (Rs). Up until now however, prediction of Rs through models was mainly conducted for well-watered plants in open field conditions and very few models exist for greenhouse plants grown in pots. The aim of this work was to develop a dynamic model of Rs based on the full factorial design (FFD) under water restriction conditions. Then, the model was validated inside a greenhouse. The FFD is based on an optimization process to establish a polynomial relationship between Rs and the radiation, humidity and temperature. To implement the model, a set of experiments was conducted inside a 10 m2 growth chamber equipped with Impatiens New Guinea planted in 0.74-L pots under well-watered conditions. Rs was measured with a porometer and nine climatic scenarios were tested. First the FFD model was implemented for well-watered conditions. Then it was adapted to calculate Rs under water restriction, through the introduction of a new multiplicative function depending on the growing media matric potential. Once these parameters had been determined, the obtained transpiration model was validated against experimental data recorded inside a greenhouse Impatiens crop. The transpiration model derived from the FFD method showed its ability to correctly simulate Rs under water restriction conditions. Hence, it could be useful to accurately predict the evolution of transpiration.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not relevant to climate change   ,,,
2454349,https://apsis.mcc-berlin.net/scoping/document/193/2454349/,Wind measurements campaigns off shore how they create value for wind farms,"Currently the cost of the traditional solution for offshore wind measurement, a hub-height lattice met mast on a fixed foundation within the windfarm boundary, has become extortionately expensive, primarily due to a number of factors, which include: the deeper waters at current project sites, the more severe wave climates at current project sites, the vessels able to work under such conditions including the mobilisation costs for a one-off operation.However an accurate knowledge of the wind resource allows improved decision making and reduces risk, in terms of the windfarm design as well as the investment decision; for the investment decision, risks to project finance also need to be considered. A suitable designed measurement campaign delivers a positive NPV, since the financial return required is lower on a less risky investment. This risk reduction can be quantified via different means, depending upon the project structure. A widely understood approach is the improvements in the project finance conditions that a lender would grant to the project, specifically how much project debt can be offered. Figure 1 presents the normalised NPV for leading candidate wind measurement strategies for an offshore wind farm scenario: the reference case is to make no measurements and to use a regional wind atlas, preferably based on a multitude of source including satellite data, measurements where available and mesoscale analyses; i.e. methodology such as described in reference [2]; if a nearby windfarm has a met mast with a number of years of data, this may well deliver significant value; a new conventional met mast on a fixed foundation has been the default wind measurement strategy to date but will be expensive; it will deliver high quality measurement data, subject to appropriate design and operation; a LiDAR unit on a light-weight jacket (termed LiGA within this paper) will be a lower cost strategy; LiDAR has become widely acceptable as the primary source of windspeed measurements, for both onshore and offshore sites; the viability of the structure is subject to suitable ground conditions; the vertical LiDAR measurements could be augment by horizontal measurements with a scanning LiDAR for a relatively low additional cost, thus providing data on variation of windspeeds across the windfarm site; note that a single location of measurement means that only radial rather than full 2D vector wind-fields can be determined, thus reducing the value of the campaign compared with a full dual unit strategy; a number of floating LiDAR concepts are currently under development, including undergoing field testing; the relatively low cost and rapid deployment possible makes such a strategy highly attractive however currently widespread acceptance across the investment community and their advisers is currently lacking, hence deployment as primary source of wind measurement data introduces strategic risk; if the windfarm site is located close to the coast, within the range of scanning LiDAR units located at the shoreline, it would be possible to measure the full wind-field across the windfarm site; the advantages of lower costs and rapid deployment are countered by disadvantages of lack of trials, a prerequisite for commencing route towards widespread acceptance within the investment community. Clearly the project characteristics as well as uncertainty assumptions will drive the value creating by candidate wind measurement strategies and Figure 1 presents the results for just one example of an imaginary offshore windfarm. Details of the underlying assumptions are presented in the main body of the paper. A benchmarking exercise was also undertaken against a Bona-fide windfarm project Financial Model, which delivered good agreement. Finally, under typical conditions, increasing the certainty regarding any project in a development portfolio will also deliver benefits to the portfolio as a whole, allowing: prioritisation of projects during the development phase selection of projects for realisation at FID An indicative analytical model was developed to undertake a preliminary investigation of potential scale of such benefits which suggested these could be in the order of €10m. Note that this principal will apply to any portfolio, whether solely of offshore wind projects, or of a mix of offshore wind projects together with other investment opportunities.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not climate change relevant,,,
2457768,https://apsis.mcc-berlin.net/scoping/document/193/2457768/,Blueprint and implementation of rural stand-alone power grids with second-life lithium ion vehicle traction battery systems for resilient energy supply of tropical or remote regions,"Developed societies with advanced economic performance are undoubtedly coupled with the availability of electrical energy. Whilst industrialized nations already started to decrease associated carbon emissions in many business sectors, e.g., by substituting combustion engines with battery-powered vehicles, less developed countries still lack broad coverage of reliable electricity supply, particularly in rural regions. Progressive electrification leads to a need for storage capacity and thus to increasing availability of advanced battery systems. To achieve a high degree of sustainability, re-used batteries from the electromobility sector are appropriate, as they do not consume further primary resources and still have sufficient residual capacity for stationary electrical storage applications. In this article, a blueprint for the electrification of a remote region by utilizing second-life lithium ion traction batteries for an integrated energy system in a stand-alone grid is presented and the implementation by the example case of a Tanzanian island in Lake Victoria is demonstrated. First, economic potentials and expected trends in the disposability of second-life lithium ion batteries and their foreseeable costs are outlined. Subsequently, key decision variables are identified to evaluate logistic aspects and the feasibility of the implementation of an off-grid electrical system in remote areas for economically and geographically unfavorable environments. The practical realization is pictured in detail with a focus on technical performance and safety specificities associated with second-life applications. Therefore, a new type of battery management system is introduced, which meets the special requirements of climate compatibility, low maintenance, enhanced cell balancing capability and cell configuration flexibility, and combined with a fiber-optical sensor system, provides reliable status monitoring of the battery. By carrying out on-site measurements, the overall system efficiency is evaluated along with a sustainability analysis. Finally, the socioeconomic and humanitarian impact for the people on the island is debated. © 2019 by the authors.",Mixed,No,No,No,Yes,Mixed/Maybe,Unrated,Unrated,Unrated,Maybe,Mitigation focused.                    ,,,
2462066,https://apsis.mcc-berlin.net/scoping/document/193/2462066/,Effects of latitudinal and elevational gradients exceed the effects of between-cytotype differences in eco-physiological leaf traits in diploid and triploid Hieracium alpinum,"Polyploidy may affect a species’ eco-physiology, which might, in turn, trigger a shift in the distribution of its cytotypes. The arcto-alpine Hieracium alpinum (Asteraceae) encompasses two geographically allopatric cytotypes: diploids occurring in the South-Eastern Carpathians and triploids occupying the remaining, much larger part of the species range. We ask whether the natural populations of these two cytotypes, growing under partially different biotic and abiotic conditions, also differ in selected eco-physiological traits. To answer this question, we analyzed specific leaf area, foliar carbon (C) and nitrogen (N) contents, and their stable isotope compositions in plants sampled in 27 populations across the species range. Our results did not show any differences in these traits, except foliar N content being significantly higher in diploids. This pattern was mostly driven by the Scandinavian triploid populations exposed to significantly lower amounts of solar radiation and precipitation during the growing season when compared to the continental populations. As a consequence, in addition to lower foliar N content, the Scandinavian populations exhibited also lower foliar C content, but higher C/N ratios than continental populations regardless of their cytotype. Across the species range, foliar N and C contents were positively associated with the amount of precipitation, whilst δ15N was positively associated with temperature and negatively with the surrounding species richness and vegetation cover. Significantly lower values of δ13C in Scandinavian populations are likely the effect of increased atmospheric pressure due to the lower elevational position of Scandinavian sites. Reproductive output was positively linked to amounts of foliar nitrogen and δ15N. Our data thus show that (1) the latitudinal-driven abiotic and biotic factors affected eco-physiological traits in significantly larger extent than ploidy level and that (2) continental and Scandinavian populations, though all confined to the alpine belt, considerably differ in their eco-physiology likely reflecting different adaptation strategies. © 2018, Swiss Botanical Society.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems focus only                    ,,,
2463082,https://apsis.mcc-berlin.net/scoping/document/193/2463082/,Structure and function of the mammalian middle ear. I: Large middle ears in small desert mammals,"Many species of small desert mammals are known to have expanded auditory bullae. The ears of gerbils and heteromyids have been well described, but much less is known about the middle ear anatomy of other desert mammals. In this study, the middle ears of three gerbils (Meriones, Desmodillus and Gerbillurus), two jerboas (Jaculus) and two sengis (elephant-shrews: Macroscelides and Elephantulus) were examined and compared, using micro-computed tomography and light microscopy. Middle ear cavity expansion has occurred in members of all three groups, apparently in association with an essentially 'freely mobile' ossicular morphology and the development of bony tubes for the middle ear arteries. Cavity expansion can occur in different ways, resulting in different subcavity patterns even between different species of gerbils. Having enlarged middle ear cavities aids low-frequency audition, and several adaptive advantages of low-frequency hearing to small desert mammals have been proposed. However, while Macroscelides was found here to have middle ear cavities so large that together they exceed brain volume, the bullae of Elephantulus are considerably smaller. Why middle ear cavities are enlarged in some desert species but not others remains unclear, but it may relate to microhabitat. © 2016 Anatomical Society.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Not climate change relevant; natural systems focus only                    ,,,
2463090,https://apsis.mcc-berlin.net/scoping/document/193/2463090/,Adaptation by agricultural communities to climate change through participatory and supply chain inclusive management,,Mixed,Maybe,Maybe,Maybe,Maybe,Unrated,Unrated,Unrated,Unrated,Unrated,No abstract. Check full text.,,,no abstract
2463238,https://apsis.mcc-berlin.net/scoping/document/193/2463238/,The Pacific-Australia climate change science and adaptation planning program's,,Mixed,Maybe,Maybe,Maybe,Maybe,Unrated,Unrated,Unrated,Unrated,Unrated,No abstract. Check full text.                    ,,,no abstract     
2463773,https://apsis.mcc-berlin.net/scoping/document/193/2463773/,First records of the Oriental Hornet Vespa orientalis Linnaeus 1771 from Andalusia (Spain),"The Oriental hornet Vespa orientalis Linnaeus 1771 has been recorded for the first time in Andalusia. All the specimens were detected in the autumn of 2018 in the city of Algeciras (Cadiz). The number of individuals spotted, the distance between the locations and the presence of individuals of both sexes, suggest a probable settlement of the species in the locality. Some aspects related to its probable entry to the port of Algeciras via merchant traffic are exposed, as well as others related to the ecology and the possible impacts of this taxon which is clearly adapted to dry climates.",No,No,No,No,No,Unrated,Unrated,Unrated,Unrated,Unrated,Natural systems only.                    ,,,
2465817,https://apsis.mcc-berlin.net/scoping/document/193/2465817/,"Community-based adaptation to climate change: interconnections between environment, livelihoods and development in Abrha We Atsbha, Eastern Tigray, Ethiopia",,Mixed,Maybe,Maybe,Maybe,Maybe,Unrated,Unrated,Unrated,Unrated,Unrated,No abstract. Check full text.                    ,,,no abstract         
